"時間軸(年次) コード","時間軸(年次) 補助コード","時間軸(年次)","都道府県・市部－郡部－市区町村別 コード","都道府県・市部－郡部－市区町村別 補助コード","都道府県・市部－郡部－市区町村別","/人口動態総覧","出生数【人】","2500g未満出生数【人】","死亡数【人】","乳児（１歳未満）死亡数【人】","新生児（生後4週未満）死亡数【人】","自然死産数【胎】","人工死産数【胎】","周産期死亡数【胎・人】","妊娠満22週以後の死産数【胎】","早期新生児（生後1週未満）死亡数【人】","婚姻件数【組】","離婚件数【組】"
"2023000000","","2023年","03485","","普代村","","9","-","60","-","-","-","-","-","-","-","2","3"
"2023000000","","2023年","03501","","軽米町","","20","3","174","-","-","-","-","-","-","-","15","9"
"2023000000","","2023年","03503","","野田村","","16","1","77","-","-","-","-","-","-","-","7","6"
"2023000000","","2023年","03506","","九戸村","","8","-","112","-","-","-","1","-","-","-","12","4"
"2023000000","","2023年","03507","","洋野町","","37","1","325","-","-","-","2","-","-","-","24","11"
"2023000000","","2023年","03524","","一戸町","","28","4","266","-","-","1","1","1","1","-","9","11"
"2023000000","","2023年","04000","","宮城県","","12,328","1,238","28,640","25","15","148","149","50","42","8","7,899","3,138"
"2023000000","","2023年","04020","","その他の市","","4,177","446","12,436","8","4","55","55","18","17","1","2,402","1,195"
"2023000000","","2023年","04030","","郡部","","1,534","154","5,040","4","2","18","15","6","4","2","875","458"
"2023000000","","2023年","04010","","仙台市","","6,617","638","11,164","13","9","75","79","26","21","5","4,622","1,485"
"2023000000","","2023年","04101","","青葉区","","1,655","182","3,118","4","3","18","18","7","6","1","1,204","386"
"2023000000","","2023年","04102","","宮城野区","","1,263","110","1,890","3","2","20","19","6","5","1","1,053","290"
"2023000000","","2023年","04103","","若林区","","968","83","1,319","3","2","10","11","2","1","1","752","211"
"2023000000","","2023年","04104","","太白区","","1,631","144","2,591","3","2","18","21","7","5","2","906","342"
"2023000000","","2023年","04105","","泉区","","1,100","119","2,246","-","-","9","10","4","4","-","707","256"
"2023000000","","2023年","04202","","石巻市","","610","66","2,162","1","1","5","7","-","-","-","398","219"
"2023000000","","2023年","04203","","塩竈市","","244","25","817","-","-","3","2","2","2","-","136","74"
"2023000000","","2023年","04205","","気仙沼市","","201","35","1,088","-","-","4","4","1","1","-","124","66"
"2023000000","","2023年","04206","","白石市","","91","14","598","1","-","1","3","1","1","-","53","41"
"2023000000","","2023年","04207","","名取市","","549","67","790","1","-","10","7","5","5","-","270","131"
"2023000000","","2023年","04208","","角田市","","100","5","457","-","-","1","1","-","-","-","49","32"
"2023000000","","2023年","04209","","多賀城市","","447","37","666","1","-","4","5","2","2","-","277","98"
"2023000000","","2023年","04211","","岩沼市","","243","20","453","-","-","5","4","1","1","-","157","66"
"2023000000","","2023年","04212","","登米市","","317","31","1,275","-","-","3","5","-","-","-","159","92"
"2023000000","","2023年","04213","","栗原市","","212","23","1,342","1","1","2","1","1","-","1","127","61"
"2023000000","","2023年","04214","","東松島市","","224","19","487","1","1","3","1","1","1","-","132","79"
"2023000000","","2023年","04215","","大崎市","","626","82","1,900","1","1","8","13","3","3","-","383","184"
"2023000000","","2023年","04216","","富谷市","","313","22","401","1","-","6","2","1","1","-","137","52"
"2023000000","","2023年","04301","","蔵王町","","28","2","210","-","-","1","-","1","1","-","26","14"
"2023000000","","2023年","04302","","七ヶ宿町","","3","-","31","-","-","-","-","-","-","-","3","3"
"2023000000","","2023年","04321","","大河原町","","116","12","275","-","-","3","3","1","1","-","87","43"
"2023000000","","2023年","04322","","村田町","","38","8","160","-","-","-","1","-","-","-","21","16"
"2023000000","","2023年","04323","","柴田町","","182","18","459","-","-","3","-","1","1","-","94","60"
"2023000000","","2023年","04324","","川崎町","","24","5","164","-","-","-","-","-","-","-","7","12"
"2023000000","","2023年","04341","","丸森町","","26","3","266","-","-","-","-","-","-","-","24","13"
"2023000000","","2023年","04361","","亘理町","","152","9","437","1","-","3","3","-","-","-","81","56"
"2023000000","","2023年","04362","","山元町","","44","9","210","-","-","1","-","-","-","-","20","22"
"2023000000","","2023年","04401","","松島町","","47","4","258","1","1","-","2","1","-","1","34","11"
"2023000000","","2023年","04404","","七ヶ浜町","","75","5","256","1","-","2","1","1","1","-","39","24"
"2023000000","","2023年","04406","","利府町","","218","18","335","-","-","-","-","-","-","-","103","34"
"2023000000","","2023年","04421","","大和町","","196","14","288","-","-","3","-","-","-","-","115","44"
"2023000000","","2023年","04422","","大郷町","","30","1","161","-","-","-","-","-","-","-","12","5"
"2023000000","","2023年","04424","","大衡村","","25","6","81","-","-","1","-","-","-","-","11","6"
"2023000000","","2023年","04444","","色麻町","","28","6","114","-","-","-","-","-","-","-","9","8"
"2023000000","","2023年","04445","","加美町","","86","9","378","-","-","-","2","-","-","-","56","22"
"2023000000","","2023年","04501","","涌谷町","","50","6","275","-","-","-","2","-","-","-","35","19"
"2023000000","","2023年","04505","","美里町","","91","9","395","-","-","-","-","-","-","-","57","25"
"2023000000","","2023年","04581","","女川町","","25","1","99","-","-","1","1","-","-","-","15","5"
"2023000000","","2023年","04606","","南三陸町","","50","9","188","1","1","-","-","1","-","1","26","16"
"2023000000","","2023年","05000","","秋田県","","3,611","352","17,517","10","9","43","47","22","15","7","2,302","1,151"
"2023000000","","2023年","05010","","市部","","3,403","337","15,601","9","8","42","42","21","15","6","2,181","1,071"
"2023000000","","2023年","05020","","郡部","","208","15","1,916","1","1","1","5","1","-","1","121","80"
"2023000000","","2023年","05201","","秋田市","","1,451","151","4,391","4","4","16","12","9","6","3","966","433"
"2023000000","","2023年","05202","","能代市","","145","19","1,048","-","-","1","3","-","-","-","114","71"
"2023000000","","2023年","05203","","横手市","","279","21","1,673","1","1","2","4","2","1","1","165","90"
"2023000000","","2023年","05204","","大館市","","235","17","1,366","-","-","1","3","1","1","-","182","87"
"2023000000","","2023年","05206","","男鹿市","","54","4","615","-","-","-","-","-","-","-","47","24"
"2023000000","","2023年","05207","","湯沢市","","118","19","813","-","-","-","3","-","-","-","71","47"
"2023000000","","2023年","05209","","鹿角市","","90","9","627","-","-","1","2","-","-","-","44","39"
"2023000000","","2023年","05210","","由利本荘市","","319","28","1,307","1","1","4","5","2","1","1","192","59"
"2023000000","","2023年","05211","","潟上市","","177","23","538","1","-","2","3","1","1","-","78","53"
"2023000000","","2023年","05212","","大仙市","","307","27","1,542","-","-","9","4","2","2","-","189","96"
"2023000000","","2023年","05213","","北秋田市","","80","7","749","2","2","2","2","1","-","1","44","24"
"2023000000","","2023年","05214","","にかほ市","","73","5","428","-","-","1","-","1","1","-","48","17"
"2023000000","","2023年","05215","","仙北市","","75","7","504","-","-","3","1","2","2","-","41","31"
"2023000000","","2023年","05303","","小坂町","","14","-","127","-","-","-","3","-","-","-","7","4"
"2023000000","","2023年","05327","","上小阿仁村","","3","-","76","-","-","-","-","-","-","-","1","2"
"2023000000","","2023年","05346","","藤里町","","8","-","67","-","-","-","-","-","-","-","3","2"
"2023000000","","2023年","05348","","三種町","","30","2","368","-","-","-","-","-","-","-","14","16"
"2023000000","","2023年","05349","","八峰町","","5","-","148","-","-","-","-","-","-","-","7","5"
"2023000000","","2023年","05361","","五城目町","","14","3","182","1","1","1","-","1","-","1","8","11"
"2023000000","","2023年","05363","","八郎潟町","","9","-","116","-","-","-","-","-","-","-","2","4"
"2023000000","","2023年","05366","","井川町","","8","-","88","-","-","-","1","-","-","-","9","5"
"2023000000","","2023年","05368","","大潟村","","12","2","56","-","-","-","-","-","-","-","6","2"
"2023000000","","2023年","05434","","美郷町","","58","4","347","-","-","-","-","-","-","-","33","18"
"2023000000","","2023年","05463","","羽後町","","44","3","290","-","-","-","-","-","-","-","25","9"
"2023000000","","2023年","05464","","東成瀬村","","3","1","51","-","-","-","1","-","-","-","6","2"
"2023000000","","2023年","06000","","山形県","","5,151","458","16,975","12","10","57","50","18","11","7","2,971","1,223"
"2023000000","","2023年","06010","","市部","","4,421","400","13,134","10","8","49","43","16","10","6","2,574","1,009"
"2023000000","","2023年","06020","","郡部","","730","58","3,841","2","2","8","7","2","1","1","397","214"
"2023000000","","2023年","06201","","山形市","","1,397","119","3,242","2","1","12","13","3","2","1","844","291"
"2023000000","","2023年","06202","","米沢市","","378","51","1,237","2","2","4","3","3","2","1","195","100"
"2023000000","","2023年","06203","","鶴岡市","","611","58","2,084","1","1","8","7","2","1","1","339","121"
"2023000000","","2023年","06204","","酒田市","","430","32","1,866","2","2","5","5","3","1","2","273","105"
"2023000000","","2023年","06205","","新庄市","","166","12","569","1","-","3","3","-","-","-","87","48"
"2023000000","","2023年","06206","","寒河江市","","259","28","527","-","-","5","1","1","1","-","126","51"
"2023000000","","2023年","06207","","上山市","","95","6","494","-","-","2","-","-","-","-","71","31"
"2023000000","","2023年","06208","","村山市","","84","9","430","-","-","3","1","1","1","-","45","17"
"2023000000","","2023年","06209","","長井市","","104","10","467","-","-","2","1","-","-","-","66","36"
"2023000000","","2023年","06210","","天童市","","404","33","824","2","2","2","4","1","-","1","189","94"
"2023000000","","2023年","06211","","東根市","","318","29","627","-","-","1","4","1","1","-","209","67"
"2023000000","","2023年","06212","","尾花沢市","","46","-","283","-","-","-","-","-","-","-","24","11"
"2023000000","","2023年","06213","","南陽市","","129","13","484","-","-","2","1","1","1","-","106","37"
"2023000000","","2023年","06301","","山辺町","","66","3","203","-","-","-","-","-","-","-","33","15"
"2023000000","","2023年","06302","","中山町","","38","4","156","-","-","-","-","-","-","-","26","4"
"2023000000","","2023年","06321","","河北町","","59","4","291","-","-","2","-","-","-","-","33","13"
"2023000000","","2023年","06322","","西川町","","12","-","115","-","-","-","-","-","-","-","7","5"
"2023000000","","2023年","06323","","朝日町","","19","2","172","-","-","1","-","-","-","-","14","-"
"2023000000","","2023年","06324","","大江町","","13","1","155","-","-","-","-","-","-","-","14","7"
"2023000000","","2023年","06341","","大石田町","","14","1","127","-","-","1","-","-","-","-","9","9"
"2023000000","","2023年","06361","","金山町","","21","3","109","-","-","-","-","-","-","-","10","6"
"2023000000","","2023年","06362","","最上町","","20","-","153","-","-","-","-","-","-","-","9","5"
"2023000000","","2023年","06363","","舟形町","","16","3","119","-","-","-","-","-","-","-","9","7"
"2023000000","","2023年","06364","","真室川町","","17","1","155","-","-","-","1","-","-","-","6","6"
"2023000000","","2023年","06365","","大蔵村","","6","1","59","-","-","1","-","-","-","-","6","5"
"2023000000","","2023年","06366","","鮭川村","","19","-","76","-","-","-","-","-","-","-","4","3"
"2023000000","","2023年","06367","","戸沢村","","12","2","87","-","-","-","1","-","-","-","5","3"
"2023000000","","2023年","06381","","高畠町","","105","4","339","1","1","1","1","1","1","-","56","35"
"2023000000","","2023年","06382","","川西町","","45","5","243","-","-","-","-","-","-","-","31","13"
"2023000000","","2023年","06401","","小国町","","28","3","149","-","-","-","-","-","-","-","9","10"
"2023000000","","2023年","06402","","白鷹町","","36","3","239","-","-","1","1","-","-","-","17","15"
"2023000000","","2023年","06403","","飯豊町","","23","2","127","-","-","-","1","-","-","-","13","5"
"2023000000","","2023年","06426","","三川町","","41","4","110","-","-","-","-","-","-","-","19","7"
"2023000000","","2023年","06428","","庄内町","","88","11","364","1","1","1","-","1","-","1","47","24"
"2023000000","","2023年","06461","","遊佐町","","32","1","293","-","-","-","2","-","-","-","20","17"
"2023000000","","2023年","07000","","福島県","","9,019","883","27,514","21","10","95","102","32","24","8","5,599","2,563"
"2023000000","","2023年","07010","","市部","","7,584","722","21,122","19","10","80","79","28","20","8","4,728","2,119"
"2023000000","","2023年","07020","","郡部","","1,435","161","6,392","2","-","15","23","4","4","-","871","444"
"2023000000","","2023年","07201","","福島市","","1,429","135","3,808","3","2","14","8","7","5","2","901","347"
"2023000000","","2023年","07202","","会津若松市","","597","69","1,738","4","1","11","8","5","4","1","342","166"
"2023000000","","2023年","07203","","郡山市","","1,884","170","3,863","4","3","10","28","3","2","1","1,215","509"
"2023000000","","2023年","07204","","いわき市","","1,638","159","4,708","5","2","17","12","6","4","2","1,042","497"
"2023000000","","2023年","07205","","白河市","","273","22","789","1","1","6","5","2","1","1","161","96"
"2023000000","","2023年","07207","","須賀川市","","394","37","1,010","-","-","3","1","1","1","-","225","117"
"2023000000","","2023年","07208","","喜多方市","","209","17","895","-","-","5","5","-","-","-","118","66"
"2023000000","","2023年","07209","","相馬市","","156","8","469","-","-","4","-","-","-","-","93","61"
"2023000000","","2023年","07210","","二本松市","","199","22","899","-","-","-","1","-","-","-","145","48"
"2023000000","","2023年","07211","","田村市","","131","10","621","1","1","-","1","1","-","1","80","23"
"2023000000","","2023年","07212","","南相馬市","","275","39","957","-","-","9","4","3","3","-","183","82"
"2023000000","","2023年","07213","","伊達市","","229","22","985","-","-","1","4","-","-","-","131","67"
"2023000000","","2023年","07214","","本宮市","","170","12","380","1","-","-","2","-","-","-","92","40"
"2023000000","","2023年","07301","","桑折町","","38","7","237","-","-","-","2","-","-","-","25","12"
"2023000000","","2023年","07303","","国見町","","18","2","167","-","-","-","-","-","-","-","6","6"
"2023000000","","2023年","07308","","川俣町","","48","6","241","-","-","-","-","-","-","-","21","11"
"2023000000","","2023年","07322","","大玉村","","60","4","92","-","-","-","-","-","-","-","30","14"
"2023000000","","2023年","07342","","鏡石町","","81","7","181","1","-","2","-","-","-","-","47","18"
"2023000000","","2023年","07344","","天栄村","","22","1","94","-","-","-","-","-","-","-","12","5"
"2023000000","","2023年","07362","","下郷町","","10","1","127","-","-","-","-","-","-","-","10","5"
"2023000000","","2023年","07364","","檜枝岐村","","3","1","12","-","-","-","-","-","-","-","2","2"
"2023000000","","2023年","07367","","只見町","","12","-","104","-","-","1","-","-","-","-","9","5"
"2023000000","","2023年","07368","","南会津町","","50","10","308","-","-","1","1","1","1","-","23","16"
"2023000000","","2023年","07402","","北塩原村","","5","-","47","-","-","1","-","-","-","-","3","1"
"2023000000","","2023年","07405","","西会津町","","18","1","133","-","-","-","-","-","-","-","6","5"
"2023000000","","2023年","07407","","磐梯町","","13","-","55","-","-","-","1","-","-","-","8","4"
"2023000000","","2023年","07408","","猪苗代町","","43","5","259","-","-","-","-","-","-","-","32","14"
"2023000000","","2023年","07421","","会津坂下町","","47","4","251","-","-","1","-","-","-","-","28","19"
